Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1975","1975","kg CO2eq/kg product","56.5327","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1976","1976","kg CO2eq/kg product","56.0133","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1977","1977","kg CO2eq/kg product","55.5049","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1978","1978","kg CO2eq/kg product","55.0775","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1979","1979","kg CO2eq/kg product","54.6084","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1980","1980","kg CO2eq/kg product","54.3317","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1981","1981","kg CO2eq/kg product","53.5151","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1982","1982","kg CO2eq/kg product","52.6544","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1983","1983","kg CO2eq/kg product","52.4231","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1984","1984","kg CO2eq/kg product","54.3066","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1985","1985","kg CO2eq/kg product","49.6597","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1986","1986","kg CO2eq/kg product","44.5106","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1987","1987","kg CO2eq/kg product","50.4957","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1988","1988","kg CO2eq/kg product","46.1282","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1989","1989","kg CO2eq/kg product","44.8954","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1990","1990","kg CO2eq/kg product","44.8798","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1991","1991","kg CO2eq/kg product","37.3085","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1992","1992","kg CO2eq/kg product","35.5049","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1993","1993","kg CO2eq/kg product","35.9326","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1994","1994","kg CO2eq/kg product","34.7136","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1995","1995","kg CO2eq/kg product","33.8488","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1996","1996","kg CO2eq/kg product","34.331","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1997","1997","kg CO2eq/kg product","33.7676","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1998","1998","kg CO2eq/kg product","31.0454","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","1999","1999","kg CO2eq/kg product","31.1925","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","2000","2000","kg CO2eq/kg product","29.0703","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","2001","2001","kg CO2eq/kg product","28.2213","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","2002","2002","kg CO2eq/kg product","27.6674","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","2003","2003","kg CO2eq/kg product","26.4421","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","2004","2004","kg CO2eq/kg product","26.1312","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","2005","2005","kg CO2eq/kg product","25.7073","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","2006","2006","kg CO2eq/kg product","25.2639","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","2007","2007","kg CO2eq/kg product","25.5364","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","2008","2008","kg CO2eq/kg product","25.0785","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","2009","2009","kg CO2eq/kg product","24.7498","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","2010","2010","kg CO2eq/kg product","24.4683","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","2011","2011","kg CO2eq/kg product","24.1259","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","2012","2012","kg CO2eq/kg product","24.1823","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","2013","2013","kg CO2eq/kg product","24.3222","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","2014","2014","kg CO2eq/kg product","24.4148","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","2015","2015","kg CO2eq/kg product","24.3168","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","2016","2016","kg CO2eq/kg product","24.2734","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","977","Meat, sheep","2017","2017","kg CO2eq/kg product","23.9783","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1970","1970","gigagrams","1280.161","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1971","1971","gigagrams","1278.0356","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1972","1972","gigagrams","1334.1012","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1973","1973","gigagrams","1336.4071","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1974","1974","gigagrams","1324.9893","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1975","1975","gigagrams","1316.2955","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1976","1976","gigagrams","1314.3114","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1977","1977","gigagrams","1323.9406","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1978","1978","gigagrams","1330.3608","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1979","1979","gigagrams","1342.2106","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1980","1980","gigagrams","1329.4416","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1981","1981","gigagrams","1318.2111","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1982","1982","gigagrams","1337.3166","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1983","1983","gigagrams","1270.8404","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1984","1984","gigagrams","1242.4009","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1985","1985","gigagrams","1304.5881","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1986","1986","gigagrams","1180.3364","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1987","1987","gigagrams","1214.7794","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1988","1988","gigagrams","1187.8789","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1989","1989","gigagrams","1206.2738","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1990","1990","gigagrams","1204.7223","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1991","1991","gigagrams","1040.2933","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1992","1992","gigagrams","1046.6108","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1993","1993","gigagrams","1088.8698","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1994","1994","gigagrams","1115.1455","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1995","1995","gigagrams","1077.2945","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1996","1996","gigagrams","1080.3677","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1997","1997","gigagrams","1080.2114","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1998","1998","gigagrams","990.5367","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","1999","1999","gigagrams","999.6595","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","2000","2000","gigagrams","998.9667","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","2001","2001","gigagrams","1081.6696","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","2002","2002","gigagrams","1107.7913","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","2003","2003","gigagrams","1155.6406","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","2004","2004","gigagrams","1198.3063","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","2005","2005","gigagrams","1236.2791","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","2006","2006","gigagrams","1260.6625","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","2007","2007","gigagrams","1292.498","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","2008","2008","gigagrams","1338.2152","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","2009","2009","gigagrams","1381.7703","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","2010","2010","gigagrams","1396.5818","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","2011","2011","gigagrams","1415.5752","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","2012","2012","gigagrams","1447.3486","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","2013","2013","gigagrams","1463.5719","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","2014","2014","gigagrams","1476.2593","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","2015","2015","gigagrams","1499.0796","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","2016","2016","gigagrams","1520.3178","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","977","Meat, sheep","2017","2017","gigagrams","1531.0453","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1970","1970","tonnes","23617","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1971","1971","tonnes","25133","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1972","1972","tonnes","22996","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1973","1973","tonnes","23293","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1974","1974","tonnes","23303","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1975","1975","tonnes","23284","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1976","1976","tonnes","23464","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1977","1977","tonnes","23853","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1978","1978","tonnes","24154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1979","1979","tonnes","24579","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1980","1980","tonnes","24469","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1981","1981","tonnes","24633","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1982","1982","tonnes","25398","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1983","1983","tonnes","24242","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1984","1984","tonnes","22878","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1985","1985","tonnes","26271","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1986","1986","tonnes","26518","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1987","1987","tonnes","24057","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1988","1988","tonnes","25752","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1989","1989","tonnes","26869","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1990","1990","tonnes","26843","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1991","1991","tonnes","27884","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1992","1992","tonnes","29478","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1993","1993","tonnes","30303","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1994","1994","tonnes","32124","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1995","1995","tonnes","31827","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1996","1996","tonnes","31469","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1997","1997","tonnes","31990","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1998","1998","tonnes","31906","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","1999","1999","tonnes","32048","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","2000","2000","tonnes","34364","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","2001","2001","tonnes","38328","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","2002","2002","tonnes","40040","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","2003","2003","tonnes","43705","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","2004","2004","tonnes","45857","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","2005","2005","tonnes","48091","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","2006","2006","tonnes","49900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","2007","2007","tonnes","50614","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","2008","2008","tonnes","53361","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","2009","2009","tonnes","55830","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","2010","2010","tonnes","57077","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","2011","2011","tonnes","58675","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","2012","2012","tonnes","59852","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","2013","2013","tonnes","60174","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","2014","2014","tonnes","60466","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","2015","2015","tonnes","61648","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","2016","2016","tonnes","62633","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","5510","Production","977","Meat, sheep","2017","2017","tonnes","63851","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","1991","1991","kg CO2eq/kg product","4.6644","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","1992","1992","kg CO2eq/kg product","4.6718","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","1993","1993","kg CO2eq/kg product","4.7119","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","1994","1994","kg CO2eq/kg product","4.7259","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","1995","1995","kg CO2eq/kg product","4.683","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","1996","1996","kg CO2eq/kg product","4.6807","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","1997","1997","kg CO2eq/kg product","4.6946","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","1998","1998","kg CO2eq/kg product","4.6159","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","1999","1999","kg CO2eq/kg product","4.6401","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","2000","2000","kg CO2eq/kg product","4.656","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","2001","2001","kg CO2eq/kg product","4.6753","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","2002","2002","kg CO2eq/kg product","4.7157","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","2003","2003","kg CO2eq/kg product","4.7779","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","2004","2004","kg CO2eq/kg product","4.8169","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","2005","2005","kg CO2eq/kg product","4.8347","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","2006","2006","kg CO2eq/kg product","4.8458","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","2007","2007","kg CO2eq/kg product","4.8726","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","2008","2008","kg CO2eq/kg product","4.911","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","2009","2009","kg CO2eq/kg product","4.946","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","2010","2010","kg CO2eq/kg product","4.9571","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","2011","2011","kg CO2eq/kg product","4.9716","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","2012","2012","kg CO2eq/kg product","4.9954","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","2013","2013","kg CO2eq/kg product","5.0067","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","2014","2014","kg CO2eq/kg product","5.0162","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","2015","2015","kg CO2eq/kg product","5.0327","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","2016","2016","kg CO2eq/kg product","5.0476","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","71761","Emissions intensity","982","Milk, whole fresh sheep","2017","2017","kg CO2eq/kg product","5.0556","Fc","Calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","982","Milk, whole fresh sheep","1991","1991","gigagrams","208.7782","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","982","Milk, whole fresh sheep","1992","1992","gigagrams","210.2269","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","982","Milk, whole fresh sheep","1993","1993","gigagrams","217.6065","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","982","Milk, whole fresh sheep","1994","1994","gigagrams","220.3152","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","982","Milk, whole fresh sheep","1995","1995","gigagrams","212.628","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","982","Milk, whole fresh sheep","1996","1996","gigagrams","212.3482","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5204","Central America","7231","Emissions (CO2eq)","982","Milk, whole fresh sheep","1997","1997","gigagrams","215.0079","A","Aggregate, may include official, semi-official, estimated or calculated data"
